grams,width_cm,frequency,location,price,flexibility,moisture,horizontal_position,shape,distance,target
377,101,541,Germany,643,83.16,37.94,55.9,cuboid,60.74,widget6
589,113,608,China,1201,43.34,34.82,27.12,spherical,18.56,widget4
637,122,742,Japan,755,30.99,61.25,47.66,oblong,26.35,widget4
570,140,517,Germany,835,64.69,73.81,-17.14,spherical,52.45,widget1
304,212,602,Italy,825,32.89,90.45,-66.14,cuboid,24.43,widget5
550,57,433,Italy,765,48.88,52.61,42.32,oblong,41.07,widget1
441,169,423,China,653,68.89,67.03,123.76,cuboid,21.24,widget2
418,154,432,South Korea,1227,66.38,31.69,163.02,oblong,31,widget2
414,97,661,France,1283,64.44,39.09,-110.92,other,54.51,widget3
619,121,647,China,1338,45.18,51.03,10.69,oblong,37.39,widget4
327,203,401,Germany,972,44.56,59.78,-62.34,cylinder,12.85,widget5
258,165,549,Italy,605,54.19,72.11,-88.86,cylinder,17.31,widget5
521,199,546,Italy,1091,28.54,54.28,105.36,cuboid,27.55,widget8
440,133,614,Germany,2000,30.42,39.69,-52.8,other,50.04,widget3
518,127,692,South Korea,975,32.78,60.77,-14.03,cuboid,22.79,widget4
553,146,599,Germany,821,58.15,73.27,36.26,cuboid,49.31,widget6
553,91,419,Japan,1081,50.38,48.4,-28.81,oblong,48.76,widget1
560,186,496,Belgium,988,53.53,49.69,53.21,oblong,40.01,widget4
682,102,352,Germany,520,43.64,79.77,24.41,oblong,47.79,widget1
490,142,480,Italy,385,29.99,29.37,2.59,cylinder,15.46,widget8
263,174,620,China,800,45.12,62.54,-112.36,cuboid,26.68,widget5
512,104,639,Germany,1465,63.99,36.54,19.79,cylinder,52.1,widget3
545,164,581,Japan,927,22.62,44.51,50.64,cylinder,37.43,widget8
503,165,662,United States,1228,58.19,38.09,-106.99,other,59.84,widget3
504,108,596,,658,74.84,93.9,130.63,cuboid,59.27,widget6
687,112,520,Germany,430,57.64,41.51,66.35,oblong,43.99,widget1
471,135,635,France,1121,55.12,55.16,51.35,cylinder,39.18,widget3
443,117,731,Belgium,671,60.24,72.73,25.83,oblong,48.47,widget6
412,141,802,Italy,1188,78.82,70.37,-89.93,cylinder,51.74,widget3
402,133,617,Japan,661,29.94,47.8,95.87,cylinder,34.76,widget8
485,124,666,Belgium,1322,58.36,53.18,-32.79,cylinder,48.19,widget3
153,169,601,Germany,1214,57.91,84.17,-127.33,cuboid,30.03,widget5
683,159,575,South Korea,802,33.63,49.24,68.51,oblong,43.94,widget4
414,219,482,Japan,589,79.35,39.09,77.88,oblong,38.81,widget2
458,128,537,France,1175,41.9,72.94,-58.78,cylinder,41.41,widget3
236,180,504,Germany,1106,24.72,82.75,-32.94,other,30.12,widget5
356,185,436,China,644,67.27,58.27,54.23,oblong,25.79,widget2
539,155,385,China,819,78.86,51.7,50.16,oblong,15.58,widget2
459,179,518,Japan,1172,28.85,80.22,-119.5,oblong,30.59,widget7
489,167,441,,389,24.7,22.39,104.05,cuboid,12.46,widget8
512,137,551,Italy,1021,29.52,29.32,52.84,cylinder,23.75,widget8
511,185,493,Belgium,590,33.22,77.19,-123.11,oblong,27.44,widget7
406,173,366,Japan,751,69.44,67.4,150.2,oblong,20.53,widget2
544,182,384,Italy,916,41.77,48.02,-66.44,oblong,22.59,widget7
326,117,675,United States,861,72.31,81.64,-2.82,cuboid,43.48,widget6
517,101,637,Italy,948,76.97,64.9,25.4,cuboid,51.49,widget6
495,144,504,China,648,34.33,53.06,-91.25,oblong,13.8,widget7
520,90,551,France,554,76.42,62.16,99.28,cuboid,36.2,widget6
383,166,427,China,468,75.76,58.79,80.27,oblong,29.85,widget2
424,199,532,China,595,48.96,37.81,-71.94,spherical,23.3,widget7
243,205,518,Japan,1242,52.53,61.18,-82.79,cylinder,35.26,widget5
520,133,444,Japan,486,28.87,59.01,-62.71,oblong,21.33,widget7
521,162,475,Germany,963,30.33,7.58,13.46,other,20.49,widget8
502,159,511,Belgium,632,36.15,28.87,26.18,cylinder,19.02,widget8
263,133,492,Italy,1164,64.23,97.36,9.44,cuboid,34.92,widget5
549,157,523,France,528,45.07,56.07,-15.24,oblong,40.59,widget1
511,149,538,Japan,687,28.4,26.39,65.63,cylinder,24.04,widget8
493,195,573,Italy,1042,29.22,63,-29.71,cylinder,45.62,widget8
582,118,727,France,527,66.76,78.08,55.75,oblong,34.2,widget6
523,113,490,Italy,568,61.59,72.6,5.05,spherical,37.04,widget1
473,170,607,Belgium,1440,63.48,40.28,19.14,cylinder,39.96,widget3
545,155,570,France,851,65.22,73,29.94,cuboid,42.13,widget6
638,141,569,South Korea,1189,37.83,49.19,76.87,spherical,26.73,widget4
489,142,500,Germany,1003,27.09,52.27,98.64,cuboid,30.18,widget8
565,129,650,France,1092,59.54,68.93,-4.18,cylinder,55.04,widget3
444,201,364,Japan,538,67.42,40.57,0.55,oblong,16.34,widget2
470,125,498,Japan,380,20.52,46.07,15.72,cylinder,40.57,widget8
398,208,523,South Korea,954,58.62,64.97,60.22,oblong,22.57,widget2
560,117,416,Belgium,440,87.07,78.23,21.56,cuboid,43.91,widget6
322,138,373,China,965,49.21,90.29,-58.25,cylinder,29.84,widget5
365,194,516,South Korea,778,67.11,73.72,22.55,oblong,38.48,widget2
600,194,657,Belgium,694,39.71,65.6,105.5,cuboid,36.07,widget4
374,200,316,Japan,1016,64.27,70.05,93.52,oblong,36.73,widget2
585,165,647,France,1823,38.81,71.64,-9.9,cylinder,56.28,widget3
630,114,509,France,1045,58.21,40.9,66.3,cuboid,53.15,widget6
593,105,407,China,610,65.33,49.89,6.7,oblong,51.86,widget1
396,217,416,India,456,78.87,29,48.21,oblong,27.41,widget2
620,96,442,Belgium,411,28.88,63.81,21.35,spherical,40.17,widget1
522,74,689,France,888,75.87,68.55,145.78,cylinder,54.94,widget6
410,190,427,China,818,78.13,35.78,86.53,oblong,25.88,widget2
400,206,395,Italy,992,57.72,81.48,57.2,oblong,30.72,widget2
521,179,483,Italy,1158,25.94,23.47,15.88,cylinder,17.58,widget8
588,153,417,France,644,56.89,40.65,2.07,oblong,40.34,widget1
468,166,512,China,356,28.39,27.33,-16.84,cylinder,19.08,widget8
465,205,315,China,944,79.96,49.12,27.94,oblong,34.54,widget2
491,181,487,Italy,1070,30.38,26.62,114.4,cylinder,27.59,widget8
518,179,538,Belgium,1069,18.05,78.26,7.51,oblong,31.8,widget7
446,151,514,Italy,1101,69.2,51.12,10.1,spherical,47.01,widget1
473,125,641,Italy,1683,55.86,32.11,-30.46,cylinder,51.14,widget3
572,199,380,China,864,32.49,85.23,-56.03,spherical,30.77,widget7
466,124,516,Italy,940,86.23,68.12,71.58,cuboid,37.04,widget6
612,173,292,Italy,509,38.1,84.89,-33.46,cuboid,26.21,widget7
475,164,451,Germany,262,34.51,19.27,-0.67,cylinder,32.37,widget8
530,146,572,Italy,396,20.95,51.41,17.79,other,16.69,widget8
425,152,648,Italy,1424,77.87,59.05,-53.25,cylinder,48.65,widget3
544,174,557,Belgium,1235,46.95,40.66,-13.67,cuboid,38.41,widget3
376,174,457,Japan,386,31.38,50.79,48.09,cylinder,29.12,widget8
470,122,503,Italy,475,77.07,84.12,75.68,cuboid,44.08,widget6
552,173,498,Japan,399,34.3,62.3,3.09,cuboid,27,widget8
268,193,594,Italy,606,44.78,66.4,-75.67,other,27.06,widget5
522,115,624,France,748,79.8,57.39,58.41,cuboid,41.02,widget6
520,194,455,Japan,479,45.07,53.11,-72.06,oblong,29.4,widget7
605,191,398,Italy,807,25.53,41.51,96.97,cylinder,15.24,widget8
438,191,531,South Korea,602,72.16,52.35,110.37,oblong,30.75,widget2
463,210,585,Italy,449,43.15,67.55,-10.79,cuboid,28.29,widget7
496,194,618,Italy,1444,69.67,55.9,-85.1,other,58.97,widget3
291,114,455,China,897,37.57,49.47,-21.04,cylinder,9.1,widget5
562,193,414,China,596,69.27,69.23,-52.27,oblong,22,widget7
415,183,462,Belgium,816,44.78,67.71,-3.82,oblong,15.84,widget7
394,214,506,Belgium,711,86.36,59.04,45.95,oblong,27.03,widget2
509,86,538,Germany,1028,67.12,84.27,38.64,cuboid,39.4,widget6
424,80,666,,699,74.29,83.15,85.77,cuboid,52.62,widget6
556,144,504,Belgium,642,59.52,49.63,45.92,oblong,47.82,widget1
402,182,431,South Korea,1109,16.94,38.39,112.44,cuboid,16.95,widget8
392,214,536,Belgium,700,86.09,61.89,105.43,oblong,21.18,widget2
454,161,574,France,1579,61.83,72.94,47.09,cylinder,41.58,widget3
366,181,421,China,1075,60.82,55.99,125.16,oblong,16.18,widget2
508,158,413,China,793,27.08,43.09,48.66,cuboid,16.34,widget8
543,107,421,Italy,720,58.03,42.73,-14.52,oblong,50.08,widget1
475,102,583,Italy,1053,79.43,62.22,56.89,cuboid,38.82,widget6
660,175,527,China,1131,39.27,38.65,34.38,oblong,28.94,widget4
575,158,340,Belgium,855,53.89,75.83,95.3,spherical,40.71,widget1
523,198,400,Belgium,683,52.4,80.79,-117.13,cuboid,36.77,widget7
568,156,443,Belgium,668,36.94,60.35,-25.25,oblong,35.96,widget7
569,164,605,China,1211,37.55,33.63,28.06,oblong,44.16,widget4
401,128,624,France,393,72.88,58.62,61.42,cuboid,44.65,widget6
325,174,707,Japan,632,38.29,68.92,-29.58,cylinder,32.89,widget5
501,229,480,Italy,440,65.56,61.5,-18.45,spherical,18.52,widget7
515,127,709,Italy,1071,86.74,92.82,29.51,cuboid,45.12,widget6
606,109,462,Italy,859,48.03,74.95,26.59,cuboid,45.28,widget1
517,148,439,China,781,41.7,75.47,61.47,oblong,57.58,widget1
284,156,589,Italy,1118,32.05,47.59,-97.35,cylinder,27.64,widget5
455,149,534,Germany,726,79.48,42.49,-4.18,cylinder,56.55,widget6
585,81,360,Germany,742,67.49,75.09,40.26,oblong,52.15,widget1
525,167,317,Belgium,823,31.51,70.44,-56.64,oblong,33.29,widget7
471,226,412,Japan,394,55.39,37.14,91.24,cuboid,21.92,widget2
237,179,653,Italy,913,39.52,51.51,-28.39,cuboid,19.56,widget5
428,176,476,South Korea,565,65.03,55.37,96.66,spherical,22.61,widget2
601,115,494,Italy,1122,60.56,44.11,-24.38,oblong,45.37,widget1
519,130,634,France,1231,45.85,69.16,-93.84,cylinder,52.05,widget3
559,160,367,Japan,392,34.62,86.15,-16.07,oblong,26.98,widget7
416,132,490,Japan,584,29.01,68.71,23.21,cylinder,19.54,widget8
564,175,404,Germany,850,32.8,59.85,66.36,cylinder,22.31,widget8
476,163,712,France,1824,64.15,47.41,31.49,cuboid,44.52,widget3
497,137,463,Italy,409,37.63,78.47,58.7,spherical,37.43,widget1
493,138,476,Belgium,1136,35.13,46.67,20.12,cuboid,27.74,widget8
604,90,503,Germany,831,74.87,56.68,79.42,oblong,48.49,widget1
546,102,617,France,767,67.27,65.75,26.44,cuboid,58.33,widget6
547,167,767,Italy,1468,52.81,60.09,-63.4,cylinder,57.23,widget3
408,202,610,Germany,482,18.29,28.04,123.46,cylinder,21.09,widget8
530,205,341,Japan,946,41.25,82.22,-79.19,oblong,29.05,widget7
182,139,499,Belgium,806,56.32,64.37,-33.5,cylinder,29.1,widget5
655,160,496,Japan,667,27.49,32.2,71.67,oblong,26.01,widget4
226,175,461,Japan,1177,63.05,83.58,-79.47,cuboid,26.52,widget5
485,133,357,Germany,568,52.97,25.77,38.34,oblong,36.94,widget1
383,131,675,United States,695,78,45.62,72.92,cuboid,47.54,widget6
529,220,337,Belgium,557,44.88,84.89,-87.9,oblong,31.91,widget7
695,179,467,South Korea,875,27.51,71.73,124.72,oblong,21.49,widget4
593,83,511,Germany,826,80.61,65.9,-10.39,cuboid,38.57,widget6
427,139,410,Italy,743,49.62,69.31,97.46,oblong,57.29,widget1
560,108,464,Germany,528,55.27,29.66,-7.85,oblong,51.09,widget1
677,141,598,South Korea,891,16.47,43.85,47.22,cuboid,40.03,widget4
487,175,452,South Korea,809,69.42,69.01,97.65,oblong,30.33,widget2
248,140,559,Germany,1143,38.25,66.28,-118.13,cuboid,16.61,widget5
747,191,608,South Korea,1260,39.37,62.15,56.52,oblong,38.21,widget4
450,217,336,Belgium,667,24.99,69.18,-21.22,oblong,32.66,widget7
600,162,578,South Korea,1119,27.19,35.48,-3.62,cuboid,20.8,widget8
489,147,381,Belgium,522,45.54,48.23,64.34,cuboid,31.16,widget1
578,104,413,,626,64.08,48.88,51.23,oblong,40.24,widget1
504,138,563,China,640,32.79,58.25,-14.72,cylinder,19.76,widget8
406,122,563,Belgium,1307,67.62,78.7,-73.26,cylinder,45.99,widget3
458,178,485,Italy,1157,16.08,35.72,29.14,cuboid,24.96,widget8
650,149,449,Japan,972,52.12,51.64,12.1,oblong,41.18,widget1
416,168,385,Belgium,697,74.84,71.01,99.56,oblong,25.63,widget2
331,180,538,Italy,791,64.66,51.38,-112.06,cuboid,23.97,widget5
484,166,672,Germany,1152,67.05,56.75,-59.47,other,46.61,widget3
448,137,647,France,993,54.89,37.06,-26,cylinder,54.19,widget3
517,213,364,Belgium,991,28.86,86.72,-57.58,oblong,22.99,widget7
488,116,402,Japan,505,54.53,46.84,-16.07,oblong,32.7,widget1
269,153,349,Japan,657,54.14,65.29,99.04,spherical,22.25,widget2
593,153,321,Japan,758,56.65,77.07,60.45,oblong,65.24,widget1
295,218,553,Belgium,657,80.88,42.78,114.28,spherical,30.77,widget2
383,144,630,,949,72.08,90.66,63.42,cuboid,65.05,widget6
410,125,676,Germany,1378,52.62,45.41,-10,other,35.5,widget3
488,156,551,China,1192,34.51,45.95,32.44,cylinder,31.59,widget8
239,181,418,Germany,873,44.57,77.2,-47.69,cylinder,16.98,widget5
520,98,454,Italy,1091,47.55,38.13,38.9,oblong,36.91,widget1
509,134,667,Italy,1432,55.33,46.8,-61.86,cylinder,47.97,widget3
379,102,812,Germany,317,62.67,80.95,16.51,cylinder,49.25,widget6
559,157,516,Italy,712,40.07,47.76,-10.17,oblong,53.88,widget1
402,117,621,Germany,1067,54.81,58.6,2.86,cylinder,52.77,widget3
604,190,405,Germany,893,30.03,15.56,65.47,cuboid,24.22,widget8
499,151,354,Germany,462,54.85,51.12,88.44,spherical,30,widget1
387,159,442,Italy,500,50.76,64.89,-43.02,other,27.7,widget5
353,182,328,Belgium,1113,90.46,39.62,106.08,oblong,34.06,widget2
263,150,558,Japan,726,39.78,62.38,-81.41,cylinder,30,widget5
522,134,402,Italy,808,27.59,57.89,-21.29,cylinder,27.13,widget8
400,117,424,Germany,542,76.18,41.5,-44.17,cuboid,53.38,widget6
589,179,570,China,1021,45.17,44.04,-18.34,spherical,31.52,widget4
397,209,322,Russia,788,82.05,66.42,22.93,oblong,19.27,widget2
359,100,522,Belgium,884,73.17,79.07,47.96,cuboid,57.37,widget6
448,182,740,Germany,1018,62.76,41.29,7.4,cylinder,42.4,widget3
461,140,470,Belgium,499,45.72,57.23,81.67,cuboid,24.2,widget8
509,169,459,Germany,559,31.29,56.84,45.88,cylinder,23.05,widget8
458,127,627,Italy,1565,67.01,57.73,-62.42,cylinder,38.91,widget3
402,125,621,,1163,69.58,59.67,127.13,cuboid,45.12,widget6
297,208,681,Germany,868,32.85,76.62,-69.73,cylinder,15.03,widget5
530,172,611,United States,1398,49.15,51.01,33.14,cylinder,46.37,widget3
471,129,543,Italy,496,33.21,56.49,-39.65,cylinder,23.82,widget8
494,180,446,Japan,931,35.44,66.18,81.97,cuboid,16.52,widget8
594,154,374,Belgium,318,37.12,29.29,53.63,cuboid,29.93,widget8
593,181,465,Japan,1057,34.13,52.42,-38.88,cuboid,20.9,widget7
479,164,769,,1305,54.82,49.27,-56.66,cylinder,40.09,widget3
429,194,458,Germany,322,31.05,68.05,10.36,oblong,31.37,widget7
626,157,627,China,1363,21.83,61.58,95.6,spherical,29.76,widget4
471,162,706,France,1108,58.9,55.76,-75.15,cylinder,63.46,widget3
597,158,562,China,975,36.04,55.61,29.72,cuboid,28.41,widget4
338,205,531,Belgium,936,72.96,36.81,89.8,oblong,15.36,widget2
187,190,534,Germany,930,36.16,46.78,-95.04,cylinder,25.12,widget5
624,157,623,Belgium,803,39.97,55.93,46.48,oblong,32.52,widget4
603,162,632,,719,49.59,37.56,43.98,oblong,24.88,widget4
544,171,524,Italy,426,32.19,60.79,-52.48,other,38.48,widget8
525,193,551,China,1116,35.31,67,92.7,oblong,40.4,widget4
464,112,614,,1050,71.29,77.04,139.39,cuboid,43.29,widget6
584,187,307,Japan,782,37.2,34.48,87.15,cylinder,23.57,widget8
626,180,525,Belgium,607,31.81,86.83,-70.82,spherical,20.82,widget7
410,196,649,France,1272,42.99,36.05,-42.26,cylinder,43.67,widget3
613,107,699,Japan,834,32.4,37.03,4.56,cuboid,33.63,widget4
519,193,468,Japan,355,37.58,80.01,-137.12,oblong,29.47,widget7
460,118,524,Belgium,388,76.1,82.16,91.21,cuboid,50.18,widget6
371,138,604,Italy,448,65.36,97.63,68.48,oblong,51.1,widget6
411,173,466,Germany,1236,61.67,50.45,-54.19,cylinder,36.74,widget3
585,217,330,Japan,1075,25.8,38.96,-4.8,other,16.89,widget8
473,96,486,Japan,1081,74.39,55.36,54.6,oblong,48.84,widget6
434,169,353,Belgium,1144,30.61,69.65,-2.85,cylinder,11.24,widget8
461,178,513,United States,1270,72.39,60.59,-16.22,cylinder,51.57,widget3
247,195,551,Belgium,995,62.37,78.79,-45.96,cylinder,27.71,widget5
545,159,551,Italy,889,34.53,45.99,25.57,oblong,38.45,widget4
440,133,334,Belgium,752,48.95,31.09,-7,oblong,58.76,widget1
712,192,566,China,1155,37.62,45.32,12.59,oblong,30.63,widget4
544,176,600,France,1349,59.1,53.88,-58.8,cylinder,55.29,widget3
369,226,479,Japan,501,74.18,60.14,0.69,oblong,26.54,widget2
531,104,638,Italy,1473,57.36,78.85,-54.17,other,54.14,widget3
264,159,525,Germany,795,33.97,49.37,-108.63,cylinder,28.31,widget5
437,153,616,Germany,1606,46.15,45.62,-63.26,cylinder,43.53,widget3
327,162,579,Germany,1082,50.75,47.13,-54.93,cylinder,31.4,widget5
520,151,791,United Kingdom,1005,53.58,75.33,-50.81,other,42.13,widget3
255,161,513,Italy,1382,64.14,65.13,-45.15,cylinder,25.89,widget5
428,158,637,Germany,1362,67.33,38.53,-58.01,cylinder,57.85,widget3
249,178,528,China,1127,49.21,62.28,-123.97,cylinder,34.26,widget5
417,189,550,India,662,75.25,34.14,81.76,oblong,14.64,widget2
298,207,313,South Korea,711,62.38,41.05,35.97,cuboid,19.98,widget2
526,139,394,Belgium,941,22.61,24.06,100.09,cylinder,28.55,widget8
537,113,701,Japan,684,80.71,54.5,65.16,cuboid,38.72,widget6
494,107,476,Japan,1290,60.04,78.9,22.19,oblong,32.8,widget1
603,127,538,Germany,1048,55.46,56.66,65.32,oblong,37.2,widget1
406,133,644,France,908,64.47,91.76,96.89,cylinder,44.15,widget6
185,184,591,Japan,630,50.12,70.73,-80.2,cuboid,18.43,widget5
298,134,475,Germany,721,58.48,71.58,-129.42,cylinder,11.99,widget5
472,178,611,Italy,1118,27.85,24.65,18.28,cylinder,39.9,widget8
163,139,583,Germany,756,24.42,50.88,-31.45,cuboid,25.49,widget5
417,159,726,Belgium,1780,46.77,30.52,-4.49,cylinder,38.09,widget3
313,185,641,Belgium,773,58.16,71.38,-121.13,cuboid,31.24,widget5
626,169,605,South Korea,839,21.84,40.2,-7.06,oblong,37.37,widget4
584,101,384,Italy,761,54.46,29.11,48.08,oblong,56.05,widget1
317,137,495,Japan,1048,65.96,33.92,53.32,oblong,28.02,widget2
192,179,596,Belgium,829,40.54,49.03,-1.38,cylinder,29.52,widget5
414,141,475,China,628,14.84,51.2,88.05,cylinder,23.12,widget8
451,168,532,United States,1353,48.85,78.88,-107.57,cylinder,38.35,widget3
280,213,447,Italy,1228,39.86,63.05,-50.97,cylinder,36.76,widget5
444,192,473,China,739,23.38,47.12,36.52,other,34.6,widget8
559,143,515,,520,17.57,49.08,54.71,cuboid,27.14,widget8
438,157,448,China,673,73.95,44.43,69.7,oblong,29.57,widget2
439,207,327,India,662,67.86,49.02,87.25,oblong,18.36,widget2
470,191,470,China,640,27.42,40.43,-36.69,oblong,16.96,widget7
306,181,639,Belgium,648,50.34,59.82,-105,cylinder,25.89,widget5
484,198,506,China,627,46.85,53.41,-8.48,oblong,19.21,widget7
535,192,553,Germany,642,13.81,31.45,77.82,cuboid,43.68,widget8
437,187,411,Japan,667,55.78,58.75,33.54,oblong,25.02,widget2
533,125,697,France,580,67.88,90.29,-46.4,cylinder,39.25,widget6
532,149,588,Italy,1262,54.68,60.91,25.04,cylinder,41.46,widget3
422,198,487,Belgium,471,32.33,59.58,-39.67,oblong,31.36,widget7
285,190,686,Italy,414,46.51,41.82,-58.44,cylinder,29.72,widget5
422,127,682,Italy,521,77.16,43.58,-11.75,cuboid,38.46,widget6
479,162,694,France,1467,71.52,52.54,-97.76,cylinder,50.55,widget3
457,185,409,Japan,1072,44.86,49.58,108.76,cuboid,13.7,widget8
241,137,600,China,1340,49.78,75.71,-24.86,cuboid,20.86,widget5
228,181,513,Italy,594,42,61.88,-75.23,cuboid,22.05,widget5
404,193,376,South Korea,859,65.5,62.95,21.27,oblong,32.67,widget2
571,102,536,,827,38.78,67.36,1.64,oblong,46.6,widget1
561,170,572,Belgium,890,41.33,63.27,-12.72,oblong,21.04,widget7
322,197,545,Japan,1049,41.14,56.77,-64.35,cylinder,38.56,widget5
544,73,541,Germany,566,71.53,62.48,40.95,cuboid,50.94,widget6
432,189,521,Japan,431,74.27,63.06,157.28,oblong,40.12,widget2
393,181,437,China,923,34.67,77.39,-71.35,oblong,15.21,widget7
419,115,500,Germany,468,83.76,70.63,41.08,cuboid,45,widget6
497,191,496,China,969,22.15,30,-0.11,cylinder,27.47,widget8
428,144,466,Japan,869,21.76,22.63,83.46,cuboid,18.25,widget8
521,172,555,Japan,635,23.21,22.49,67.15,cylinder,32.4,widget8
200,186,497,Germany,1076,47.08,58.9,-62.87,cylinder,29.54,widget5
577,125,437,France,711,55.51,54.65,125.22,spherical,53.25,widget1
491,220,354,,370,34.89,71.62,-95.63,oblong,22.34,widget7
497,92,730,Belgium,1278,88.64,43.27,35.99,oblong,37.77,widget6
645,194,499,Italy,907,45.85,75.65,-78.09,oblong,24.7,widget7
435,192,568,Japan,607,29.19,46.19,15.16,cylinder,32.6,widget8
547,128,415,Belgium,545,50.06,47.97,-24.53,oblong,39.08,widget1
535,177,414,South Korea,1118,32.77,46.46,-62.07,oblong,34.03,widget7
346,228,566,China,928,81.2,67.34,91.47,oblong,19.83,widget2
555,209,548,South Korea,691,87,66.68,121.46,cuboid,31.01,widget2
620,161,633,Japan,1244,31.03,63.61,62.16,oblong,46.8,widget4
445,215,502,China,569,25.49,44.18,-13.23,oblong,15.17,widget7
262,192,507,Belgium,809,40.56,72.62,-108.98,cylinder,13.25,widget5
475,187,442,Italy,490,39.36,31.71,43.15,cylinder,29.21,widget8
467,219,410,China,779,75.37,60.75,53.82,cuboid,17.77,widget2
401,160,414,China,844,43.58,34.21,45.38,cylinder,29.75,widget8
678,147,577,Belgium,1201,10.83,59.56,30.85,cuboid,26.28,widget4
467,105,372,China,957,56.9,66.87,-24.61,spherical,45.41,widget1
362,156,570,South Korea,463,68.97,55.75,20.09,oblong,31.14,widget2
622,125,504,Japan,691,43.55,58.12,70.97,oblong,55.7,widget1
682,117,729,China,1207,38.29,32.35,71.63,oblong,23.11,widget4
443,240,376,Belgium,877,62.2,61.69,79.88,oblong,26.31,widget2
426,118,582,Germany,1434,50.48,29.14,-72.35,cylinder,55.62,widget3
558,188,618,Japan,923,28.59,26.48,8.75,oblong,18.35,widget4
403,209,593,Japan,603,88.46,60.84,60.03,cuboid,35.4,widget2
408,164,511,Japan,612,74.91,48.96,101.49,oblong,22.75,widget2
458,167,478,Belgium,474,33.01,54.87,1.4,oblong,15.91,widget7
609,154,575,Belgium,607,38.96,66.61,-121.92,cuboid,19.58,widget7
348,172,516,Belgium,850,55.58,73.13,-109.94,cylinder,30.53,widget5
425,197,589,Italy,837,84.86,54.61,49.86,oblong,28.57,widget2
519,173,809,Italy,1277,71.94,37.92,-27.59,cylinder,40.31,widget3
308,122,553,Japan,953,59.85,97.99,-36.16,cylinder,18.81,widget5
487,191,754,Germany,1632,68.06,63.03,-29.66,other,62.79,widget3
479,92,522,Belgium,336,32.04,45.78,-2.8,cuboid,48.87,widget1
643,122,333,Germany,456,48.75,71.91,35.79,oblong,53.73,widget1
586,99,424,Italy,690,49.98,66.56,9.28,spherical,48.26,widget1
511,111,768,Italy,1272,52.28,75.2,-25.05,other,39.96,widget3
506,114,497,Italy,778,39.33,17.82,116.37,cuboid,25.37,widget8
340,160,758,Germany,1287,71.96,31,-75.99,cylinder,42.55,widget3
550,207,492,Belgium,713,40.94,82.32,-77.24,oblong,14.56,widget7
575,98,697,Italy,428,66.68,54.3,33.94,cuboid,52.11,widget6
537,118,439,Belgium,649,68.17,64.03,31.78,oblong,44.77,widget1
429,136,672,Germany,943,78.8,71.55,76.48,oblong,46.37,widget6
568,172,444,Italy,600,35.91,39.73,147.07,cylinder,33.39,widget8
451,193,370,Belgium,500,21.74,35.59,56.96,cylinder,21.74,widget8
586,131,515,South Korea,733,35.34,54.82,55.5,oblong,25.69,widget4
585,138,513,China,922,50.29,76.22,4.62,oblong,48.94,widget1
599,100,581,Germany,1138,63.3,35.2,43.08,oblong,43.15,widget1
423,180,521,Japan,588,76.12,56.05,21.01,spherical,36.11,widget2
429,127,523,Japan,993,73.67,49.75,38.86,cuboid,42.16,widget6
643,174,727,Japan,245,46.26,70.39,47.13,cuboid,43.31,widget4
611,184,703,South Korea,900,37.15,51.51,49.39,oblong,25.6,widget4
575,119,551,Italy,635,79.93,71.46,89.04,cuboid,49.28,widget6
386,127,724,Italy,939,67.27,79.69,115.18,cuboid,45.97,widget6
435,136,499,Italy,708,82.55,48.98,12.09,cuboid,50.16,widget6
576,97,592,China,739,36.26,21.17,30.05,oblong,31.46,widget4
616,130,376,Germany,502,28.5,50.63,22.4,oblong,42.03,widget1
237,203,561,China,1320,56.83,65.1,-75.56,cylinder,29.49,widget5
241,181,573,,1322,51.92,53.06,-89.95,cylinder,15.29,widget5
379,213,414,South Korea,739,77.7,30.02,72.39,oblong,34.65,widget2
330,164,384,China,860,79.36,60.27,48.83,oblong,31.21,widget2
515,212,314,Japan,1051,45.48,46.39,-85.4,spherical,37.57,widget7
386,174,507,Belgium,1136,50.48,65.05,-85.34,cuboid,35.33,widget5
632,199,685,India,1257,39.33,34.07,47.07,cuboid,31.4,widget4
423,128,602,Germany,1150,81.16,73.08,88.24,cuboid,45.47,widget6
563,187,679,,570,33.66,39.87,53.02,cuboid,27.01,widget4
333,192,439,Belgium,1000,36.11,82.23,-150.6,cuboid,29.6,widget5
578,145,428,France,717,40.72,50.17,125.8,oblong,50.62,widget1
588,127,657,India,1142,35.1,63.73,83.69,cuboid,28.35,widget4
533,213,276,Japan,832,34.47,98.69,-41.46,oblong,35.23,widget7
540,131,402,South Korea,405,40.69,56.12,34.62,cylinder,23.89,widget8
568,101,530,France,735,49.46,32.6,58,cuboid,51.19,widget1
506,199,440,Germany,1078,33.28,73.34,-110.33,oblong,22.49,widget7
654,149,788,Belgium,1061,36.99,30.78,46.5,oblong,25.95,widget4
553,156,433,China,574,29.69,60.39,33.29,cylinder,21.73,widget8
498,165,516,Japan,909,28.07,47.44,-71.85,cuboid,23.71,widget7
485,208,374,China,1137,72.9,57.89,66.41,oblong,32.76,widget2
354,176,364,,839,77.83,64.55,61.6,oblong,31.77,widget2
473,103,422,Belgium,344,78.56,75.26,14.89,cuboid,38.27,widget6
606,132,341,France,1051,28.4,62.41,24.15,oblong,36.38,widget1
511,139,372,Italy,587,48.12,56.45,7.88,oblong,53.08,widget1
